parcel_id,crop_code,crop_name,province,agri_zone,area_tier,area_mu,area_ha,area_m2,perimeter_m,compactness,machinery_suitability,dominant_purity,mean_confidence,center_lon,center_lat,center_utm_x,center_utm_y
P0352,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),653.41,43.5604,435604.0,9249.4,0.064,中/碎 (建议并块平整),0.99,0.503,-101.968744,21.7382802,192904.24,2406807.16
P0353,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),653.41,43.5604,435604.0,10405.4,0.051,中/碎 (建议并块平整),0.948,0.666,-99.7668924,22.9914947,421401.13,2542783.7
P0354,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),653.41,43.5604,435604.0,10234.3,0.052,中/碎 (建议并块平整),0.942,0.582,-101.8971609,22.2512119,201390.78,2463493.48
P0355,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),653.41,43.5604,435604.0,7832.5,0.089,中/碎 (建议并块平整),0.977,0.468,-101.9167423,21.2537963,197284.77,2353031.17
P0356,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),652.06,43.4704,434704.0,9502.8,0.06,中/碎 (建议并块平整),0.99,0.463,-101.7365124,22.3709861,218198.84,2476453.48
P0357,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),652.06,43.4704,434704.0,6700.5,0.122,中/碎 (建议并块平整),0.957,0.497,-99.0226508,21.8426258,497659.39,2415408.18
P0358,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),652.06,43.4704,434704.0,7666.8,0.093,中/碎 (建议并块平整),0.961,0.464,-101.1841671,21.3991347,273570.54,2367897.23
P0359,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),652.06,43.4704,434704.0,6795.8,0.118,中/碎 (建议并块平整),0.938,0.548,-100.2674543,22.6030937,369725.15,2500137.32
P0360,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),650.71,43.3804,433804.0,9931.7,0.055,中/碎 (建议并块平整),0.909,0.493,-100.0848933,22.4393057,388359.82,2481856.72
P0361,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),650.71,43.3804,433804.0,9830.4,0.056,中/碎 (建议并块平整),0.994,0.5,-100.9767102,22.7023027,296953.73,2511917.53
P0362,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),650.71,43.3804,433804.0,5743.9,0.165,中/碎 (建议并块平整),0.83,0.646,-101.7682832,23.6241467,217548.13,2615351.19
P0363,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),650.71,43.3804,433804.0,9205.7,0.064,中/碎 (建议并块平整),0.996,0.461,-100.9719806,21.7807229,296109.69,2409858.66
P0364,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),650.71,43.3804,433804.0,3750.7,0.388,良 (基本适机),0.967,0.616,-101.1622734,21.6482447,276223.16,2395451.64
P0365,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),650.71,43.3804,433804.0,7333.4,0.101,中/碎 (建议并块平整),0.971,0.501,-101.7943702,23.0211094,213593.87,2548589.34
P0366,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),650.71,43.3804,433804.0,6498.7,0.129,中/碎 (建议并块平整),0.927,0.439,-99.0634145,22.5224852,493478.55,2490661.98
P0367,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),649.36,43.2904,432904.0,10402.3,0.05,中/碎 (建议并块平整),0.942,0.512,-99.0992277,22.0898143,489764.09,2442771.53
P0368,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),649.36,43.2904,432904.0,10696.5,0.048,中/碎 (建议并块平整),0.965,0.493,-99.1364826,22.2328162,485935.25,2458603.15
P0369,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),649.36,43.2904,432904.0,7219.7,0.104,中/碎 (建议并块平整),0.971,0.468,-101.6044682,21.6631208,230466.29,2397802.41
P0370,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),649.36,43.2904,432904.0,9782.0,0.057,中/碎 (建议并块平整),0.981,0.464,-101.8048832,22.2594342,210924.26,2464224.92
P0371,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),648.01,43.2004,432004.0,11334.3,0.042,中/碎 (建议并块平整),0.975,0.582,-101.2229743,23.1813752,272452.05,2565336.4
P0372,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),648.01,43.2004,432004.0,6993.1,0.111,中/碎 (建议并块平整),0.798,0.672,-101.628181,21.8177137,228302.17,2414967.71
P0373,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),648.01,43.2004,432004.0,10738.2,0.047,中/碎 (建议并块平整),0.979,0.478,-101.7977174,22.4171721,211987.78,2481686.24
P0374,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),648.01,43.2004,432004.0,6893.1,0.114,中/碎 (建议并块平整),0.512,0.511,-99.0290459,23.5877056,497036.37,2608581.33
P0375,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),648.01,43.2004,432004.0,9824.7,0.056,中/碎 (建议并块平整),0.948,0.611,-101.4075943,22.2554376,251881.17,2463075.92
P0376,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),648.01,43.2004,432004.0,11605.9,0.04,中/碎 (建议并块平整),0.969,0.608,-99.8442859,22.3557489,413068.88,2472447.86
P0377,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),646.66,43.1104,431103.9,10404.7,0.05,中/碎 (建议并块平整),0.973,0.576,-99.5949037,22.3215338,438732.14,2468537.75
P0378,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),646.66,43.1104,431103.9,7968.5,0.085,中/碎 (建议并块平整),0.969,0.627,-101.4823844,22.3917722,244418.81,2478301.7
P0379,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),646.66,43.1104,431103.9,8409.4,0.077,中/碎 (建议并块平整),0.983,0.66,-99.7196123,22.9152088,426205.69,2534313.9
P0380,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),646.66,43.1104,431103.9,9964.1,0.055,中/碎 (建议并块平整),0.954,0.491,-99.7797204,23.6567879,420483.22,2616446.14
P0381,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),645.31,43.0204,430203.9,12125.7,0.037,中/碎 (建议并块平整),0.797,0.535,-99.2469457,23.9213776,474867.6,2645543.95
P0382,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),645.31,43.0204,430203.9,9641.2,0.058,中/碎 (建议并块平整),0.948,0.591,-100.2687425,21.182647,368294.17,2342888.88
P0383,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),645.31,43.0204,430203.9,11160.8,0.043,中/碎 (建议并块平整),0.967,0.517,-100.9427808,23.3247301,301354.0,2580801.85
P0384,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),645.31,43.0204,430203.9,11624.5,0.04,中/碎 (建议并块平整),0.944,0.605,-101.4434047,21.3310658,246567.15,2360754.83
P0385,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),645.31,43.0204,430203.9,8265.3,0.079,中/碎 (建议并块平整),0.937,0.605,-100.9730316,22.372285,296849.14,2475366.35
P0386,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),643.96,42.9304,429303.9,8075.6,0.083,中/碎 (建议并块平整),0.969,0.553,-101.0250063,21.626801,290402.66,2392885.5
P0387,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),643.96,42.9304,429303.9,9194.2,0.064,中/碎 (建议并块平整),0.969,0.5,-99.7427888,21.5954669,423111.59,2388235.35
P0388,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),643.96,42.9304,429303.9,10914.7,0.045,中/碎 (建议并块平整),0.864,0.397,-99.7463677,22.5541885,423260.68,2494361.66
P0389,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),642.61,42.8404,428403.9,7894.1,0.086,中/碎 (建议并块平整),0.943,0.596,-101.5095576,21.4854727,239976.08,2377964.4
P0390,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),641.26,42.7504,427503.9,11479.2,0.041,中/碎 (建议并块平整),0.996,0.462,-101.4916308,21.4760458,241817.77,2376890.59
P0391,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),641.26,42.7504,427503.9,8431.6,0.076,中/碎 (建议并块平整),0.903,0.599,-100.696584,22.0709281,324945.9,2441651.8
P0392,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),641.26,42.7504,427503.9,10584.1,0.048,中/碎 (建议并块平整),0.989,0.622,-99.1062776,22.0005577,489029.97,2432892.5
P0393,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),639.91,42.6604,426603.9,5190.8,0.199,中/碎 (建议并块平整),0.882,0.61,-101.4577473,21.6533624,245640.19,2396473.72
P0394,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),639.91,42.6604,426603.9,9748.3,0.056,中/碎 (建议并块平整),0.985,0.47,-101.5080053,21.087828,239436.68,2333920.63
P0395,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),639.91,42.6604,426603.9,4996.9,0.215,中/碎 (建议并块平整),0.954,0.597,-101.85267,22.6026571,206719.39,2502342.76
P0396,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),639.91,42.6604,426603.9,8580.4,0.073,中/碎 (建议并块平整),0.958,0.439,-101.9427701,22.7075579,197680.72,2514145.92
P0397,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),639.91,42.6604,426603.9,8977.6,0.067,中/碎 (建议并块平整),0.62,0.583,-99.0607977,22.1790493,493732.32,2452646.68
P0398,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),639.91,42.6604,426603.9,6753.7,0.118,中/碎 (建议并块平整),0.903,0.531,-99.0188078,22.6281971,498067.31,2502362.37
P0399,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),639.91,42.6604,426603.9,5672.2,0.167,中/碎 (建议并块平整),0.924,0.472,-99.0291698,22.7600339,497005.38,2516956.28
P0400,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),639.91,42.6604,426603.9,6969.5,0.11,中/碎 (建议并块平整),0.996,0.47,-101.8507539,21.2287953,204087.68,2350136.48
P0401,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),639.91,42.6604,426603.9,6921.0,0.112,中/碎 (建议并块平整),0.975,0.48,-101.8122,21.8267984,209286.14,2416310.24
P0402,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),638.56,42.5704,425703.9,11202.2,0.043,中/碎 (建议并块平整),0.992,0.606,-101.6564429,21.8885557,225514.5,2422865.06
P0403,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),638.56,42.5704,425703.9,10363.6,0.05,中/碎 (建议并块平整),0.998,0.619,-99.1849593,22.1548083,480929.11,2449973.84
P0404,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),638.56,42.5704,425703.9,9651.7,0.057,中/碎 (建议并块平整),0.945,0.493,-100.901214,21.3411691,302834.79,2361097.28
P0405,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),637.21,42.4804,424803.9,7862.6,0.086,中/碎 (建议并块平整),0.915,0.565,-99.0705211,23.6923585,492810.27,2620168.8
P0406,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),637.21,42.4804,424803.9,8791.8,0.069,中/碎 (建议并块平整),0.989,0.661,-101.5970274,22.0271972,231917.36,2438117.04
P0407,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),637.21,42.4804,424803.9,6686.0,0.119,中/碎 (建议并块平整),0.888,0.612,-101.108617,21.8954144,282151.8,2422746.22
P0408,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),637.21,42.4804,424803.9,7943.0,0.085,中/碎 (建议并块平整),0.881,0.515,-101.2796248,21.8958105,264478.54,2423042.61
P0409,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),637.21,42.4804,424803.9,8948.6,0.067,中/碎 (建议并块平整),0.96,0.668,-101.4167706,21.8701654,250258.59,2420419.03
P0410,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),637.21,42.4804,424803.9,7670.6,0.091,中/碎 (建议并块平整),0.951,0.543,-99.2585151,21.999186,473315.64,2432759.41
P0411,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),635.86,42.3904,423903.9,8816.7,0.069,中/碎 (建议并块平整),0.862,0.617,-101.1840081,23.3949038,276798.65,2588926.27
P0412,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),635.86,42.3904,423903.9,8328.6,0.077,中/碎 (建议并块平整),0.97,0.42,-101.7771118,23.0251734,215372.26,2549005.92
P0413,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),635.86,42.3904,423903.9,6173.6,0.14,中/碎 (建议并块平整),0.955,0.396,-99.3803536,22.8478136,460977.02,2526723.23
P0414,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),635.86,42.3904,423903.9,7894.9,0.085,中/碎 (建议并块平整),0.473,0.526,-99.2601806,22.2273859,473186.9,2458018.77
P0415,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),635.86,42.3904,423903.9,11043.6,0.044,中/碎 (建议并块平整),0.968,0.586,-100.6353091,22.7777181,332121.8,2519841.27
P0416,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),635.86,42.3904,423903.9,9997.0,0.053,中/碎 (建议并块平整),0.96,0.625,-101.6056917,21.8056511,230605.67,2413592.06
P0417,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),635.86,42.3904,423903.9,7681.0,0.09,中/碎 (建议并块平整),0.989,0.498,-100.5970274,21.3439584,334390.19,2361055.43
P0418,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),635.86,42.3904,423903.9,10549.3,0.048,中/碎 (建议并块平整),0.964,0.608,-100.6436688,21.3076763,329510.65,2357088.42
P0419,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),634.51,42.3004,423003.9,13737.7,0.028,中/碎 (建议并块平整),0.938,0.486,-101.7344616,23.6423618,221039.43,2617302.84
P0420,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),634.51,42.3004,423003.9,9919.3,0.054,中/碎 (建议并块平整),0.919,0.53,-99.9300902,21.8820205,403913.03,2420059.06
P0421,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),634.51,42.3004,423003.9,6739.4,0.117,中/碎 (建议并块平整),0.994,0.532,-99.9485964,21.9408027,402041.25,2426577.68
P0422,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),634.51,42.3004,423003.9,8268.6,0.078,中/碎 (建议并块平整),0.968,0.47,-101.6633204,22.1574251,225323.01,2452660.81
P0423,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),634.51,42.3004,423003.9,6180.8,0.139,中/碎 (建议并块平整),0.932,0.66,-99.2826915,22.4662928,470916.62,2484467.93
P0424,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),634.51,42.3004,423003.9,9905.4,0.054,中/碎 (建议并块平整),0.979,0.493,-101.8666676,23.559662,207361.0,2608404.19
P0425,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),634.51,42.3004,423003.9,4862.4,0.225,中/碎 (建议并块平整),0.972,0.612,-101.7436433,21.639443,216008.97,2395427.98
P0426,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),633.16,42.2104,422103.9,7810.6,0.087,中/碎 (建议并块平整),0.932,0.493,-99.9349088,22.3908963,403761.58,2476393.84
P0427,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),633.16,42.2104,422103.9,5967.7,0.149,中/碎 (建议并块平整),0.947,0.478,-99.0329535,22.8463072,496619.06,2526506.56
P0428,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),633.16,42.2104,422103.9,7732.1,0.089,中/碎 (建议并块平整),0.985,0.508,-99.828542,21.9360973,414436.77,2425984.98
P0429,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),633.16,42.2104,422103.9,6112.0,0.142,中/碎 (建议并块平整),0.917,0.533,-101.511568,22.5687735,241741.59,2497957.78
P0430,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),633.16,42.2104,422103.9,6907.3,0.111,中/碎 (建议并块平整),0.989,0.445,-101.7019767,22.9922843,223009.73,2545218.07
P0431,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),633.16,42.2104,422103.9,12118.1,0.036,中/碎 (建议并块平整),0.9,0.551,-99.8291969,22.4290729,414667.33,2480556.16
P0432,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),633.16,42.2104,422103.9,13271.2,0.03,中/碎 (建议并块平整),0.974,0.659,-100.5279047,21.1560102,341358.27,2340177.41
P0433,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),631.81,42.1204,421203.9,7904.7,0.085,中/碎 (建议并块平整),0.985,0.591,-100.5457937,21.3111447,339668.38,2357369.67
P0434,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),631.81,42.1204,421203.9,9447.8,0.059,中/碎 (建议并块平整),0.968,0.645,-101.3967741,22.2814708,253042.47,2465941.62
P0435,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),631.81,42.1204,421203.9,6953.5,0.109,中/碎 (建议并块平整),0.994,0.453,-101.6617681,23.037077,227223.96,2550104.9
P0436,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),631.81,42.1204,421203.9,12112.9,0.036,中/碎 (建议并块平整),0.97,0.64,-101.5874361,22.0223975,232898.91,2437568.56
P0437,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),631.81,42.1204,421203.9,7393.0,0.097,中/碎 (建议并块平整),0.972,0.467,-101.7415304,22.2064462,217350.76,2458235.03
P0438,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),631.81,42.1204,421203.9,5491.0,0.176,中/碎 (建议并块平整),0.921,0.516,-101.9909396,23.8582189,195362.23,2641747.63
P0439,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),630.46,42.0304,420303.8,7117.3,0.104,中/碎 (建议并块平整),0.942,0.597,-101.8291216,22.7866707,209530.49,2522683.6
P0440,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),630.46,42.0304,420303.8,9570.7,0.058,中/碎 (建议并块平整),0.976,0.517,-99.076997,23.0591405,492112.67,2550068.7
P0441,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),629.11,41.9404,419403.8,9961.0,0.053,中/碎 (建议并块平整),0.942,0.602,-101.1812674,23.2613126,276855.66,2574125.5
P0442,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),629.11,41.9404,419403.8,10522.6,0.048,中/碎 (建议并块平整),0.983,0.51,-100.2373491,22.425141,372656.91,2480409.93
P0443,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),629.11,41.9404,419403.8,5261.7,0.19,中/碎 (建议并块平整),0.989,0.482,-100.5754516,21.285063,336562.81,2354512.69
P0444,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),629.11,41.9404,419403.8,9012.2,0.065,中/碎 (建议并块平整),0.938,0.627,-101.183364,22.0623959,274690.63,2441346.36
P0445,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),629.11,41.9404,419403.8,11286.5,0.041,中/碎 (建议并块平整),0.959,0.561,-101.5227682,23.8088664,242972.62,2635350.93
P0446,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),627.76,41.8504,418503.8,5166.0,0.197,中/碎 (建议并块平整),0.929,0.473,-101.6326492,22.241378,228649.41,2461905.3
P0447,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),627.76,41.8504,418503.8,5792.8,0.157,中/碎 (建议并块平整),0.918,0.471,-101.8551898,23.3896028,208159.01,2589538.05
P0448,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),627.76,41.8504,418503.8,6445.6,0.127,中/碎 (建议并块平整),0.985,0.469,-100.6163636,21.0620778,332066.17,2329869.43
P0449,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),627.76,41.8504,418503.8,8010.4,0.082,中/碎 (建议并块平整),0.933,0.524,-100.5864201,23.8115236,338395.36,2634263.24
P0450,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),627.76,41.8504,418503.8,9665.1,0.056,中/碎 (建议并块平整),0.875,0.558,-99.0607843,23.602102,493798.7,2610176.15
P0451,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),626.41,41.7604,417603.8,5832.0,0.154,中/碎 (建议并块平整),0.963,0.654,-101.3834611,21.8544081,253675.09,2418620.08
P0452,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),626.41,41.7604,417603.8,7822.6,0.086,中/碎 (建议并块平整),0.843,0.402,-101.1261854,22.8513925,281832.26,2528641.61
P0453,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),626.41,41.7604,417603.8,10185.1,0.051,中/碎 (建议并块平整),0.966,0.599,-101.4830932,22.4598304,244470.51,2485841.44
P0454,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),626.41,41.7604,417603.8,9877.7,0.054,中/碎 (建议并块平整),0.968,0.42,-101.9565144,23.8273995,198799.38,2638258.76
P0455,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),626.41,41.7604,417603.8,11338.6,0.041,中/碎 (建议并块平整),0.931,0.574,-100.9571125,22.3583198,298468.58,2473798.47
P0456,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),626.41,41.7604,417603.8,6692.7,0.117,中/碎 (建议并块平整),0.972,0.452,-99.125471,22.2680068,487073.25,2462497.4
P0457,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),625.06,41.6704,416703.8,7078.2,0.105,中/碎 (建议并块平整),0.983,0.46,-101.6214841,23.4376942,232156.0,2594412.07
P0458,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),625.06,41.6704,416703.8,9795.1,0.055,中/碎 (建议并块平整),0.952,0.603,-99.8162584,21.6388313,415531.35,2393073.41
P0459,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),625.06,41.6704,416703.8,5913.1,0.15,中/碎 (建议并块平整),0.946,0.466,-101.3077897,21.2821094,260559.71,2355120.88
P0460,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),625.06,41.6704,416703.8,7232.0,0.1,中/碎 (建议并块平整),0.985,0.467,-99.0709658,22.7952891,492716.39,2520860.37
P0461,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),625.06,41.6704,416703.8,6374.9,0.129,中/碎 (建议并块平整),0.875,0.543,-101.2739223,22.8786465,266714.15,2531886.48
P0462,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),625.06,41.6704,416703.8,8315.4,0.076,中/碎 (建议并块平整),0.965,0.624,-99.9680459,22.2993167,400285.13,2466277.38
P0463,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),623.71,41.5804,415803.8,6133.2,0.139,中/碎 (建议并块平整),0.959,0.663,-99.0997316,22.8189076,489765.77,2523476.57
P0464,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),623.71,41.5804,415803.8,4920.9,0.216,中/碎 (建议并块平整),0.9,0.576,-100.1928475,23.2904558,378012.19,2576175.86
P0465,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),623.71,41.5804,415803.8,9676.8,0.056,中/碎 (建议并块平整),0.926,0.504,-101.5082963,23.3488714,243554.76,2584366.27
P0466,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),623.71,41.5804,415803.8,11195.8,0.042,中/碎 (建议并块平整),0.905,0.63,-100.9040383,21.1741903,302318.98,2342612.68
P0467,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),623.71,41.5804,415803.8,6818.4,0.112,中/碎 (建议并块平整),0.935,0.617,-101.4735019,21.4912884,243723.85,2378548.96
P0468,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),623.71,41.5804,415803.8,6282.9,0.132,中/碎 (建议并块平整),0.883,0.671,-101.751561,22.4646893,216838.57,2486862.47
P0469,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),623.71,41.5804,415803.8,8167.9,0.078,中/碎 (建议并块平整),0.654,0.516,-99.0365971,23.5786156,496265.65,2607575.17
P0470,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),622.36,41.4904,414903.8,8252.3,0.077,中/碎 (建议并块平整),0.913,0.633,-99.7379083,21.5840592,423610.82,2386970.27
